I,j,delta,delta_0,dr,dx,p0,kappa,lambda,I_k,P_v,i_v,j_v,x_sn0
461,34,1600,700,0.0005,0.0005,100000,1,0,1000000,5000000,0,0,0.0559999
I,j,type,r_1,r_2,x_1,x_2,,,,,,,
106,8,0,1,1,1,1,,,,,,,
106,9,0,1,1,1,1,,,,,,,
106,10,0,1,1,1,1,,,,,,,
106,11,0,1,1,1,1,,,,,,,
106,12,0,1,1,1,1,,,,,,,
106,13,0,1,1,1,1,,,,,,,
106,14,0,1,1,1,1,,,,,,,
106,15,0,1,1,1,1,,,,,,,
106,16,0,1,1,1,1,,,,,,,
106,17,0,1,1,1,1,,,,,,,
106,18,0,1,1,1,1,,,,,,,
106,19,0,1,1,1,1,,,,,,,
106,20,0,1,1,1,1,,,,,,,
106,21,0,1,1,1,1,,,,,,,
106,22,0,1,1,1,1,,,,,,,
106,23,0,1,1,1,1,,,,,,,
106,24,0,1,1,1,1,,,,,,,
106,25,0,1,1,1,1,,,,,,,
106,26,0,1,1,1,1,,,,,,,
106,27,0,1,1,1,1,,,,,,,
106,28,0,1,1,1,1,,,,,,,
106,29,13,1,1,1,1,,,,,,,
106,30,18,1,1,1,1,,,,,,,
106,31,18,1,1,1,1,,,,,,,
106,32,18,1,1,1,1,,,,,,,
106,33,18,1,1,1,1,,,,,,,
107,0,18,1,1,1,1,,,,,,,
107,1,18,1,1,1,1,,,,,,,
107,2,14,1,1,1,1,,,,,,,
107,3,0,1,1,1,1,,,,,,,
107,4,0,1,1,1,1,,,,,,,
107,5,0,1,1,1,1,,,,,,,
107,6,0,1,1,1,1,,,,,,,
107,7,0,1,1,1,1,,,,,,,
107,8,0,1,1,1,1,,,,,,,
107,9,0,1,1,1,1,,,,,,,
107,10,0,1,1,1,1,,,,,,,
107,11,0,1,1,1,1,,,,,,,
107,12,0,1,1,1,1,,,,,,,
107,13,0,1,1,1,1,,,,,,,
107,14,0,1,1,1,1,,,,,,,
107,15,0,1,1,1,1,,,,,,,
107,16,0,1,1,1,1,,,,,,,
107,17,0,1,1,1,1,,,,,,,
107,18,0,1,1,1,1,,,,,,,
107,19,0,1,1,1,1,,,,,,,
107,20,0,1,1,1,1,,,,,,,
107,21,0,1,1,1,1,,,,,,,
107,22,0,1,1,1,1,,,,,,,
107,23,0,1,1,1,1,,,,,,,
107,24,0,1,1,1,1,,,,,,,
107,25,0,1,1,1,1,,,,,,,
107,26,0,1,1,1,1,,,,,,,
107,27,0,1,1,1,1,,,,,,,
107,28,0,1,1,1,1,,,,,,,
107,29,13,1,1,1,1,,,,,,,
107,30,18,1,1,1,1,,,,,,,
107,31,18,1,1,1,1,,,,,,,
107,32,18,1,1,1,1,,,,,,,
107,33,18,1,1,1,1,,,,,,,
108,0,18,1,1,1,1,,,,,,,
108,1,18,1,1,1,1,,,,,,,
108,2,14,1,1,1,1,,,,,,,
108,3,0,1,1,1,1,,,,,,,
108,4,0,1,1,1,1,,,,,,,
108,5,0,1,1,1,1,,,,,,,
108,6,0,1,1,1,1,,,,,,,
108,7,0,1,1,1,1,,,,,,,
108,8,0,1,1,1,1,,,,,,,
108,9,0,1,1,1,1,,,,,,,
108,10,0,1,1,1,1,,,,,,,
108,11,0,1,1,1,1,,,,,,,
108,12,0,1,1,1,1,,,,,,,
108,13,0,1,1,1,1,,,,,,,
108,14,0,1,1,1,1,,,,,,,
108,15,0,1,1,1,1,,,,,,,
108,16,0,1,1,1,1,,,,,,,
108,17,0,1,1,1,1,,,,,,,
108,18,0,1,1,1,1,,,,,,,
108,19,0,1,1,1,1,,,,,,,
108,20,0,1,1,1,1,,,,,,,
108,21,0,1,1,1,1,,,,,,,
108,22,0,1,1,1,1,,,,,,,
108,23,0,1,1,1,1,,,,,,,
108,24,0,1,1,1,1,,,,,,,
108,25,0,1,1,1,1,,,,,,,
108,26,0,1,1,1,1,,,,,,,
108,27,0,1,1,1,1,,,,,,,
108,28,0,1,1,1,1,,,,,,,
108,29,13,1,1,1,1,,,,,,,
108,30,18,1,1,1,1,,,,,,,
108,31,18,1,1,1,1,,,,,,,
108,32,18,1,1,1,1,,,,,,,
108,33,18,1,1,1,1,,,,,,,
109,0,18,1,1,1,1,,,,,,,
109,1,18,1,1,1,1,,,,,,,
109,2,14,1,1,1,1,,,,,,,
109,3,0,1,1,1,1,,,,,,,
109,4,0,1,1,1,1,,,,,,,
109,5,0,1,1,1,1,,,,,,,
109,6,0,1,1,1,1,,,,,,,
109,7,0,1,1,1,1,,,,,,,
109,8,0,1,1,1,1,,,,,,,
109,9,0,1,1,1,1,,,,,,,
109,10,0,1,1,1,1,,,,,,,
109,11,0,1,1,1,1,,,,,,,
109,12,0,1,1,1,1,,,,,,,
109,13,0,1,1,1,1,,,,,,,
109,14,0,1,1,1,1,,,,,,,
109,15,0,1,1,1,1,,,,,,,
109,16,0,1,1,1,1,,,,,,,
109,17,0,1,1,1,1,,,,,,,
109,18,0,1,1,1,1,,,,,,,
109,19,0,1,1,1,1,,,,,,,
109,20,0,1,1,1,1,,,,,,,
109,21,0,1,1,1,1,,,,,,,
109,22,0,1,1,1,1,,,,,,,
109,23,0,1,1,1,1,,,,,,,
109,24,0,1,1,1,1,,,,,,,
109,25,0,1,1,1,1,,,,,,,
109,26,0,1,1,1,1,,,,,,,
109,27,0,1,1,1,1,,,,,,,
109,28,0,1,1,1,1,,,,,,,
109,29,13,1,1,1,1,,,,,,,
109,30,18,1,1,1,1,,,,,,,
109,31,18,1,1,1,1,,,,,,,
109,32,18,1,1,1,1,,,,,,,
109,33,18,1,1,1,1,,,,,,,
110,0,18,1,1,1,1,,,,,,,
110,1,18,1,1,1,1,,,,,,,
110,2,14,1,1,1,1,,,,,,,
110,3,0,1,1,1,1,,,,,,,
110,4,0,1,1,1,1,,,,,,,
110,5,0,1,1,1,1,,,,,,,
110,6,0,1,1,1,1,,,,,,,
110,7,0,1,1,1,1,,,,,,,
110,8,0,1,1,1,1,,,,,,,
110,9,0,1,1,1,1,,,,,,,
110,10,0,1,1,1,1,,,,,,,
110,11,0,1,1,1,1,,,,,,,
110,12,0,1,1,1,1,,,,,,,
110,13,0,1,1,1,1,,,,,,,
110,14,0,1,1,1,1,,,,,,,
110,15,0,1,1,1,1,,,,,,,
110,16,0,1,1,1,1,,,,,,,
110,17,0,1,1,1,1,,,,,,,
110,18,0,1,1,1,1,,,,,,,
110,19,0,1,1,1,1,,,,,,,
110,20,0,1,1,1,1,,,,,,,
110,21,0,1,1,1,1,,,,,,,
110,22,0,1,1,1,1,,,,,,,
110,23,0,1,1,1,1,,,,,,,
110,24,0,1,1,1,1,,,,,,,
110,25,0,1,1,1,1,,,,,,,
110,26,0,1,1,1,1,,,,,,,
110,27,0,1,1,1,1,,,,,,,
110,28,0,1,1,1,1,,,,,,,
110,29,13,1,1,1,1,,,,,,,
110,30,18,1,1,1,1,,,,,,,
110,31,18,1,1,1,1,,,,,,,
110,32,18,1,1,1,1,,,,,,,
110,33,18,1,1,1,1,,,,,,,
111,0,18,1,1,1,1,,,,,,,
111,1,18,1,1,1,1,,,,,,,
111,2,14,1,1,1,1,,,,,,,
111,3,0,1,1,1,1,,,,,,,
111,4,0,1,1,1,1,,,,,,,
111,5,0,1,1,1,1,,,,,,,
111,6,0,1,1,1,1,,,,,,,
111,7,0,1,1,1,1,,,,,,,
111,8,0,1,1,1,1,,,,,,,
111,9,0,1,1,1,1,,,,,,,
111,10,0,1,1,1,1,,,,,,,
111,11,0,1,1,1,1,,,,,,,
111,12,0,1,1,1,1,,,,,,,
111,13,0,1,1,1,1,,,,,,,
111,14,0,1,1,1,1,,,,,,,
111,15,0,1,1,1,1,,,,,,,
111,16,0,1,1,1,1,,,,,,,
111,17,0,1,1,1,1,,,,,,,
111,18,0,1,1,1,1,,,,,,,
111,19,0,1,1,1,1,,,,,,,
111,20,0,1,1,1,1,,,,,,,
111,21,0,1,1,1,1,,,,,,,
111,22,0,1,1,1,1,,,,,,,
111,23,0,1,1,1,1,,,,,,,
111,24,0,1,1,1,1,,,,,,,
111,25,0,1,1,1,1,,,,,,,
111,26,0,1,1,1,1,,,,,,,
111,27,0,1,1,1,1,,,,,,,
111,28,0,1,1,1,1,,,,,,,
111,29,13,1,1,1,1,,,,,,,
111,30,18,1,1,1,1,,,,,,,
111,31,18,1,1,1,1,,,,,,,
111,32,18,1,1,1,1,,,,,,,
111,33,18,1,1,1,1,,,,,,,
112,0,18,1,1,1,1,,,,,,,
112,1,18,1,1,1,1,,,,,,,
112,2,14,1,1,1,1,,,,,,,
112,3,0,1,1,1,1,,,,,,,
112,4,0,1,1,1,1,,,,,,,
112,5,0,1,1,1,1,,,,,,,
112,6,0,1,1,1,1,,,,,,,
112,7,0,1,1,1,1,,,,,,,
112,8,0,1,1,1,1,,,,,,,
112,9,0,1,1,1,1,,,,,,,
112,10,0,1,1,1,1,,,,,,,
112,11,0,1,1,1,1,,,,,,,
112,12,0,1,1,1,1,,,,,,,
112,13,0,1,1,1,1,,,,,,,
112,14,0,1,1,1,1,,,,,,,
112,15,0,1,1,1,1,,,,,,,
112,16,0,1,1,1,1,,,,,,,
112,17,0,1,1,1,1,,,,,,,
112,18,0,1,1,1,1,,,,,,,
112,19,0,1,1,1,1,,,,,,,
112,20,0,1,1,1,1,,,,,,,
112,21,0,1,1,1,1,,,,,,,
112,22,0,1,1,1,1,,,,,,,
112,23,0,1,1,1,1,,,,,,,
112,24,0,1,1,1,1,,,,,,,
112,25,0,1,1,1,1,,,,,,,
112,26,0,1,1,1,1,,,,,,,
112,27,0,1,1,1,1,,,,,,,
112,28,0,1,1,1,1,,,,,,,
112,29,13,1,1,1,1,,,,,,,
112,30,18,1,1,1,1,,,,,,,
112,31,18,1,1,1,1,,,,,,,
112,32,18,1,1,1,1,,,,,,,
112,33,18,1,1,1,1,,,,,,,
113,0,18,1,1,1,1,,,,,,,
113,1,18,1,1,1,1,,,,,,,
113,2,14,1,1,1,1,,,,,,,
113,3,0,1,1,1,1,,,,,,,
113,4,0,1,1,1,1,,,,,,,
113,5,0,1,1,1,1,,,,,,,
113,6,0,1,1,1,1,,,,,,,
113,7,0,1,1,1,1,,,,,,,
113,8,0,1,1,1,1,,,,,,,
113,9,0,1,1,1,1,,,,,,,
113,10,0,1,1,1,1,,,,,,,
113,11,0,1,1,1,1,,,,,,,
113,12,0,1,1,1,1,,,,,,,
113,13,0,1,1,1,1,,,,,,,
113,14,0,1,1,1,1,,,,,,,
113,15,0,1,1,1,1,,,,,,,
113,16,0,1,1,1,1,,,,,,,
113,17,0,1,1,1,1,,,,,,,
113,18,0,1,1,1,1,,,,,,,
113,19,0,1,1,1,1,,,,,,,
113,20,0,1,1,1,1,,,,,,,
113,21,0,1,1,1,1,,,,,,,
113,22,0,1,1,1,1,,,,,,,
113,23,0,1,1,1,1,,,,,,,
113,24,0,1,1,1,1,,,,,,,
113,25,0,1,1,1,1,,,,,,,
113,26,0,1,1,1,1,,,,,,,
113,27,0,1,1,1,1,,,,,,,
113,28,0,1,1,1,1,,,,,,,
113,29,13,1,1,1,1,,,,,,,
113,30,18,1,1,1,1,,,,,,,
113,31,18,1,1,1,1,,,,,,,
113,32,18,1,1,1,1,,,,,,,
113,33,18,1,1,1,1,,,,,,,
114,0,18,1,1,1,1,,,,,,,
114,1,18,1,1,1,1,,,,,,,
114,2,14,1,1,1,1,,,,,,,
114,3,0,1,1,1,1,,,,,,,
114,4,0,1,1,1,1,,,,,,,
114,5,0,1,1,1,1,,,,,,,
114,6,0,1,1,1,1,,,,,,,
114,7,0,1,1,1,1,,,,,,,
114,8,0,1,1,1,1,,,,,,,
114,9,0,1,1,1,1,,,,,,,
114,10,0,1,1,1,1,,,,,,,
114,11,0,1,1,1,1,,,,,,,
114,12,0,1,1,1,1,,,,,,,
114,13,0,1,1,1,1,,,,,,,
114,14,0,1,1,1,1,,,,,,,
114,15,0,1,1,1,1,,,,,,,
114,16,0,1,1,1,1,,,,,,,
114,17,0,1,1,1,1,,,,,,,
114,18,0,1,1,1,1,,,,,,,
114,19,0,1,1,1,1,,,,,,,
114,20,0,1,1,1,1,,,,,,,
114,21,0,1,1,1,1,,,,,,,
114,22,0,1,1,1,1,,,,,,,
114,23,0,1,1,1,1,,,,,,,
114,24,0,1,1,1,1,,,,,,,
114,25,0,1,1,1,1,,,,,,,
114,26,0,1,1,1,1,,,,,,,
114,27,0,1,1,1,1,,,,,,,
114,28,0,1,1,1,1,,,,,,,
114,29,13,1,1,1,1,,,,,,,
114,30,18,1,1,1,1,,,,,,,
114,31,18,1,1,1,1,,,,,,,
114,32,18,1,1,1,1,,,,,,,
114,33,18,1,1,1,1,,,,,,,
115,0,18,1,1,1,1,,,,,,,
115,1,18,1,1,1,1,,,,,,,
115,2,14,1,1,1,1,,,,,,,
115,3,0,1,1,1,1,,,,,,,
115,4,0,1,1,1,1,,,,,,,
115,5,0,1,1,1,1,,,,,,,
115,6,0,1,1,1,1,,,,,,,
115,7,0,1,1,1,1,,,,,,,
115,8,0,1,1,1,1,,,,,,,
115,9,0,1,1,1,1,,,,,,,
115,10,0,1,1,1,1,,,,,,,
115,11,0,1,1,1,1,,,,,,,
115,12,0,1,1,1,1,,,,,,,
115,13,0,1,1,1,1,,,,,,,
115,14,0,1,1,1,1,,,,,,,
115,15,0,1,1,1,1,,,,,,,
115,16,0,1,1,1,1,,,,,,,
115,17,0,1,1,1,1,,,,,,,
115,18,0,1,1,1,1,,,,,,,
115,19,0,1,1,1,1,,,,,,,
115,20,0,1,1,1,1,,,,,,,
115,21,0,1,1,1,1,,,,,,,
115,22,0,1,1,1,1,,,,,,,
115,23,0,1,1,1,1,,,,,,,
115,24,0,1,1,1,1,,,,,,,
115,25,0,1,1,1,1,,,,,,,
115,26,0,1,1,1,1,,,,,,,
115,27,0,1,1,1,1,,,,,,,
115,28,0,1,1,1,1,,,,,,,
115,29,13,1,1,1,1,,,,,,,
115,30,18,1,1,1,1,,,,,,,
115,31,18,1,1,1,1,,,,,,,
115,32,18,1,1,1,1,,,,,,,
115,33,18,1,1,1,1,,,,,,,
116,0,18,1,1,1,1,,,,,,,
116,1,18,1,1,1,1,,,,,,,
116,2,14,1,1,1,1,,,,,,,
116,3,0,1,1,1,1,,,,,,,
116,4,0,1,1,1,1,,,,,,,
116,5,0,1,1,1,1,,,,,,,
116,6,0,1,1,1,1,,,,,,,
116,7,0,1,1,1,1,,,,,,,
116,8,0,1,1,1,1,,,,,,,
116,9,0,1,1,1,1,,,,,,,
116,10,0,1,1,1,1,,,,,,,
116,11,0,1,1,1,1,,,,,,,
116,12,0,1,1,1,1,,,,,,,
116,13,0,1,1,1,1,,,,,,,
116,14,0,1,1,1,1,,,,,,,
116,15,0,1,1,1,1,,,,,,,
116,16,0,1,1,1,1,,,,,,,
116,17,0,1,1,1,1,,,,,,,
116,18,0,1,1,1,1,,,,,,,
116,19,0,1,1,1,1,,,,,,,
116,20,0,1,1,1,1,,,,,,,
116,21,0,1,1,1,1,,,,,,,
116,22,0,1,1,1,1,,,,,,,
116,23,0,1,1,1,1,,,,,,,
116,24,0,1,1,1,1,,,,,,,
116,25,0,1,1,1,1,,,,,,,
116,26,0,1,1,1,1,,,,,,,
116,27,0,1,1,1,1,,,,,,,
116,28,0,1,1,1,1,,,,,,,
116,29,13,1,1,1,1,,,,,,,
116,30,18,1,1,1,1,,,,,,,
116,31,18,1,1,1,1,,,,,,,
116,32,18,1,1,1,1,,,,,,,
116,33,18,1,1,1,1,,,,,,,
117,0,18,1,1,1,1,,,,,,,
117,1,18,1,1,1,1,,,,,,,
117,2,14,1,1,1,1,,,,,,,
117,3,0,1,1,1,1,,,,,,,
117,4,0,1,1,1,1,,,,,,,
117,5,0,1,1,1,1,,,,,,,
117,6,0,1,1,1,1,,,,,,,
117,7,0,1,1,1,1,,,,,,,
117,8,0,1,1,1,1,,,,,,,
117,9,0,1,1,1,1,,,,,,,
117,10,0,1,1,1,1,,,,,,,
117,11,0,1,1,1,1,,,,,,,
117,12,0,1,1,1,1,,,,,,,
117,13,0,1,1,1,1,,,,,,,
117,14,0,1,1,1,1,,,,,,,
117,15,0,1,1,1,1,,,,,,,
117,16,0,1,1,1,1,,,,,,,
117,17,0,1,1,1,1,,,,,,,
117,18,0,1,1,1,1,,,,,,,
117,19,0,1,1,1,1,,,,,,,
117,20,0,1,1,1,1,,,,,,,
117,21,0,1,1,1,1,,,,,,,
117,22,0,1,1,1,1,,,,,,,
117,23,0,1,1,1,1,,,,,,,
117,24,0,1,1,1,1,,,,,,,
117,25,0,1,1,1,1,,,,,,,
117,26,0,1,1,1,1,,,,,,,
117,27,0,1,1,1,1,,,,,,,
117,28,0,1,1,1,1,,,,,,,
117,29,13,1,1,1,1,,,,,,,
117,30,18,1,1,1,1,,,,,,,
117,31,18,1,1,1,1,,,,,,,
117,32,18,1,1,1,1,,,,,,,
117,33,18,1,1,1,1,,,,,,,
118,0,18,1,1,1,1,,,,,,,
118,1,18,1,1,1,1,,,,,,,
118,2,14,1,1,1,1,,,,,,,
118,3,0,1,1,1,1,,,,,,,
118,4,0,1,1,1,1,,,,,,,
118,5,0,1,1,1,1,,,,,,,
118,6,0,1,1,1,1,,,,,,,
118,7,0,1,1,1,1,,,,,,,
118,8,0,1,1,1,1,,,,,,,
118,9,0,1,1,1,1,,,,,,,
118,10,0,1,1,1,1,,,,,,,
118,11,0,1,1,1,1,,,,,,,
118,12,0,1,1,1,1,,,,,,,
118,13,0,1,1,1,1,,,,,,,
118,14,0,1,1,1,1,,,,,,,
118,15,0,1,1,1,1,,,,,,,
118,16,0,1,1,1,1,,,,,,,
118,17,0,1,1,1,1,,,,,,,
118,18,0,1,1,1,1,,,,,,,
118,19,0,1,1,1,1,,,,,,,
118,20,0,1,1,1,1,,,,,,,
118,21,0,1,1,1,1,,,,,,,
118,22,0,1,1,1,1,,,,,,,
118,23,0,1,1,1,1,,,,,,,
118,24,0,1,1,1,1,,,,,,,
118,25,0,1,1,1,1,,,,,,,
118,26,0,1,1,1,1,,,,,,,
118,27,0,1,1,1,1,,,,,,,
118,28,0,1,1,1,1,,,,,,,
118,29,13,1,1,1,1,,,,,,,
118,30,18,1,1,1,1,,,,,,,
118,31,18,1,1,1,1,,,,,,,
118,32,18,1,1,1,1,,,,,,,
118,33,18,1,1,1,1,,,,,,,
119,0,18,1,1,1,1,,,,,,,
119,1,18,1,1,1,1,,,,,,,
119,2,14,1,1,1,1,,,,,,,
119,3,0,1,1,1,1,,,,,,,
119,4,0,1,1,1,1,,,,,,,
119,5,0,1,1,1,1,,,,,,,
119,6,0,1,1,1,1,,,,,,,
119,7,0,1,1,1,1,,,,,,,
119,8,0,1,1,1,1,,,,,,,
119,9,0,1,1,1,1,,,,,,,
119,10,0,1,1,1,1,,,,,,,
119,11,0,1,1,1,1,,,,,,,
119,12,0,1,1,1,1,,,,,,,
119,13,0,1,1,1,1,,,,,,,
119,14,0,1,1,1,1,,,,,,,
119,15,0,1,1,1,1,,,,,,,
119,16,0,1,1,1,1,,,,,,,
119,17,0,1,1,1,1,,,,,,,
119,18,0,1,1,1,1,,,,,,,
119,19,0,1,1,1,1,,,,,,,
119,20,0,1,1,1,1,,,,,,,
119,21,0,1,1,1,1,,,,,,,
119,22,0,1,1,1,1,,,,,,,
119,23,0,1,1,1,1,,,,,,,
119,24,0,1,1,1,1,,,,,,,
119,25,0,1,1,1,1,,,,,,,
119,26,0,1,1,1,1,,,,,,,
119,27,0,1,1,1,1,,,,,,,
119,28,0,1,1,1,1,,,,,,,
119,29,13,1,1,1,1,,,,,,,
119,30,18,1,1,1,1,,,,,,,
119,31,18,1,1,1,1,,,,,,,
119,32,18,1,1,1,1,,,,,,,
119,33,18,1,1,1,1,,,,,,,
120,0,18,1,1,1,1,,,,,,,
120,1,18,1,1,1,1,,,,,,,
120,2,14,1,1,1,1,,,,,,,
120,3,0,1,1,1,1,,,,,,,
120,4,0,1,1,1,1,,,,,,,
120,5,0,1,1,1,1,,,,,,,
120,6,0,1,1,1,1,,,,,,,
120,7,0,1,1,1,1,,,,,,,
120,8,0,1,1,1,1,,,,,,,
120,9,0,1,1,1,1,,,,,,,
120,10,0,1,1,1,1,,,,,,,
120,11,0,1,1,1,1,,,,,,,
120,12,0,1,1,1,1,,,,,,,
120,13,0,1,1,1,1,,,,,,,
120,14,0,1,1,1,1,,,,,,,
120,15,0,1,1,1,1,,,,,,,
120,16,0,1,1,1,1,,,,,,,
120,17,0,1,1,1,1,,,,,,,
120,18,0,1,1,1,1,,,,,,,
120,19,0,1,1,1,1,,,,,,,
120,20,0,1,1,1,1,,,,,,,
120,21,0,1,1,1,1,,,,,,,
120,22,0,1,1,1,1,,,,,,,
120,23,0,1,1,1,1,,,,,,,
120,24,0,1,1,1,1,,,,,,,
120,25,0,1,1,1,1,,,,,,,
120,26,0,1,1,1,1,,,,,,,
120,27,0,1,1,1,1,,,,,,,
120,28,0,1,1,1,1,,,,,,,
120,29,13,1,1,1,1,,,,,,,
120,30,18,1,1,1,1,,,,,,,
120,31,18,1,1,1,1,,,,,,,
120,32,18,1,1,1,1,,,,,,,
120,33,18,1,1,1,1,,,,,,,
121,0,18,1,1,1,1,,,,,,,
121,1,18,1,1,1,1,,,,,,,
121,2,14,1,1,1,1,,,,,,,
121,3,0,1,1,1,1,,,,,,,
121,4,0,1,1,1,1,,,,,,,
121,5,0,1,1,1,1,,,,,,,
121,6,0,1,1,1,1,,,,,,,
121,7,0,1,1,1,1,,,,,,,
121,8,0,1,1,1,1,,,,,,,
121,9,0,1,1,1,1,,,,,,,
121,10,0,1,1,1,1,,,,,,,
121,11,0,1,1,1,1,,,,,,,
121,12,0,1,1,1,1,,,,,,,
121,13,0,1,1,1,1,,,,,,,
121,14,0,1,1,1,1,,,,,,,
121,15,0,1,1,1,1,,,,,,,
121,16,0,1,1,1,1,,,,,,,
121,17,0,1,1,1,1,,,,,,,
121,18,0,1,1,1,1,,,,,,,
121,19,0,1,1,1,1,,,,,,,
121,20,0,1,1,1,1,,,,,,,
121,21,0,1,1,1,1,,,,,,,
121,22,0,1,1,1,1,,,,,,,
121,23,0,1,1,1,1,,,,,,,
121,24,0,1,1,1,1,,,,,,,
121,25,0,1,1,1,1,,,,,,,
121,26,0,1,1,1,1,,,,,,,
121,27,0,1,1,1,1,,,,,,,
121,28,0,1,1,1,1,,,,,,,
121,29,13,1,1,1,1,,,,,,,
121,30,18,1,1,1,1,,,,,,,
121,31,18,1,1,1,1,,,,,,,
121,32,18,1,1,1,1,,,,,,,
121,33,18,1,1,1,1,,,,,,,
122,0,18,1,1,1,1,,,,,,,
122,1,18,1,1,1,1,,,,,,,
122,2,14,1,1,1,1,,,,,,,
122,3,0,1,1,1,1,,,,,,,
122,4,0,1,1,1,1,,,,,,,
122,5,0,1,1,1,1,,,,,,,
122,6,0,1,1,1,1,,,,,,,
122,7,0,1,1,1,1,,,,,,,
122,8,0,1,1,1,1,,,,,,,
122,9,0,1,1,1,1,,,,,,,
122,10,0,1,1,1,1,,,,,,,
122,11,0,1,1,1,1,,,,,,,
122,12,0,1,1,1,1,,,,,,,
122,13,0,1,1,1,1,,,,,,,
122,14,0,1,1,1,1,,,,,,,
122,15,0,1,1,1,1,,,,,,,
122,16,0,1,1,1,1,,,,,,,
122,17,0,1,1,1,1,,,,,,,
122,18,0,1,1,1,1,,,,,,,
122,19,0,1,1,1,1,,,,,,,
122,20,0,1,1,1,1,,,,,,,
122,21,0,1,1,1,1,,,,,,,
122,22,0,1,1,1,1,,,,,,,
122,23,0,1,1,1,1,,,,,,,
122,24,0,1,1,1,1,,,,,,,
122,25,0,1,1,1,1,,,,,,,
122,26,0,1,1,1,1,,,,,,,
122,27,0,1,1,1,1,,,,,,,
122,28,0,1,1,1,1,,,,,,,
122,29,13,1,1,1,1,,,,,,,
122,30,18,1,1,1,1,,,,,,,
122,31,18,1,1,1,1,,,,,,,
122,32,18,1,1,1,1,,,,,,,
122,33,18,1,1,1,1,,,,,,,
123,0,18,1,1,1,1,,,,,,,
123,1,18,1,1,1,1,,,,,,,
123,2,14,1,1,1,1,,,,,,,
123,3,0,1,1,1,1,,,,,,,
123,4,0,1,1,1,1,,,,,,,
123,5,0,1,1,1,1,,,,,,,
123,6,0,1,1,1,1,,,,,,,
123,7,0,1,1,1,1,,,,,,,
123,8,0,1,1,1,1,,,,,,,
123,9,0,1,1,1,1,,,,,,,
123,10,0,1,1,1,1,,,,,,,
123,11,0,1,1,1,1,,,,,,,
123,12,0,1,1,1,1,,,,,,,
123,13,0,1,1,1,1,,,,,,,
123,14,0,1,1,1,1,,,,,,,
123,15,0,1,1,1,1,,,,,,,
123,16,0,1,1,1,1,,,,,,,
123,17,0,1,1,1,1,,,,,,,
123,18,0,1,1,1,1,,,,,,,
123,19,0,1,1,1,1,,,,,,,
123,20,0,1,1,1,1,,,,,,,
123,21,0,1,1,1,1,,,,,,,
123,22,0,1,1,1,1,,,,,,,
123,23,0,1,1,1,1,,,,,,,
123,24,0,1,1,1,1,,,,,,,
123,25,0,1,1,1,1,,,,,,,
123,26,0,1,1,1,1,,,,,,,
123,27,0,1,1,1,1,,,,,,,
123,28,0,1,1,1,1,,,,,,,
123,29,13,1,1,1,1,,,,,,,
123,30,18,1,1,1,1,,,,,,,
123,31,18,1,1,1,1,,,,,,,
123,32,18,1,1,1,1,,,,,,,
123,33,18,1,1,1,1,,,,,,,
124,0,18,1,1,1,1,,,,,,,
124,1,18,1,1,1,1,,,,,,,
124,2,14,1,1,1,1,,,,,,,
124,3,0,1,1,1,1,,,,,,,
124,4,0,1,1,1,1,,,,,,,
124,5,0,1,1,1,1,,,,,,,
124,6,0,1,1,1,1,,,,,,,
124,7,0,1,1,1,1,,,,,,,
124,8,0,1,1,1,1,,,,,,,
124,9,0,1,1,1,1,,,,,,,
124,10,0,1,1,1,1,,,,,,,
124,11,0,1,1,1,1,,,,,,,
124,12,0,1,1,1,1,,,,,,,
124,13,0,1,1,1,1,,,,,,,
124,14,0,1,1,1,1,,,,,,,
124,15,0,1,1,1,1,,,,,,,
124,16,0,1,1,1,1,,,,,,,
124,17,0,1,1,1,1,,,,,,,
124,18,0,1,1,1,1,,,,,,,
124,19,0,1,1,1,1,,,,,,,
124,20,0,1,1,1,1,,,,,,,
124,21,0,1,1,1,1,,,,,,,
124,22,0,1,1,1,1,,,,,,,
124,23,0,1,1,1,1,,,,,,,
124,24,0,1,1,1,1,,,,,,,
124,25,0,1,1,1,1,,,,,,,
124,26,0,1,1,1,1,,,,,,,
124,27,0,1,1,1,1,,,,,,,
124,28,0,1,1,1,1,,,,,,,
124,29,13,1,1,1,1,,,,,,,
124,30,18,1,1,1,1,,,,,,,
124,31,18,1,1,1,1,,,,,,,
124,32,18,1,1,1,1,,,,,,,
124,33,18,1,1,1,1,,,,,,,
125,0,18,1,1,1,1,,,,,,,
125,1,18,1,1,1,1,,,,,,,
125,2,14,1,1,1,1,,,,,,,
125,3,0,1,1,1,1,,,,,,,
125,4,0,1,1,1,1,,,,,,,
125,5,0,1,1,1,1,,,,,,,
125,6,0,1,1,1,1,,,,,,,
125,7,0,1,1,1,1,,,,,,,
125,8,0,1,1,1,1,,,,,,,
125,9,0,1,1,1,1,,,,,,,
125,10,0,1,1,1,1,,,,,,,
125,11,0,1,1,1,1,,,,,,,
125,12,0,1,1,1,1,,,,,,,
125,13,0,1,1,1,1,,,,,,,
125,14,0,1,1,1,1,,,,,,,
125,15,0,1,1,1,1,,,,,,,
125,16,0,1,1,1,1,,,,,,,
125,17,0,1,1,1,1,,,,,,,
125,18,0,1,1,1,1,,,,,,,
125,19,0,1,1,1,1,,,,,,,
125,20,0,1,1,1,1,,,,,,,
125,21,0,1,1,1,1,,,,,,,
