I,j,delta,delta_0,dr,dx,p0,kappa,lambda,I_k,P_v,i_v,j_v,x_sn0
461,34,1600,700,0.0005,0.0005,100000,1,0,1000000,5000000,0,0,0.0559999
I,j,type,r_1,r_2,x_1,x_2,,,,,,,
86,28,0,1,1,1,1,,,,,,,
86,29,0,1,1,1,1,,,,,,,
86,30,0,1,1,1,1,,,,,,,
86,31,13,1,1,1,1,,,,,,,
86,32,18,1,1,1,1,,,,,,,
86,33,18,1,1,1,1,,,,,,,
87,0,18,1,1,1,1,,,,,,,
87,1,18,1,1,1,1,,,,,,,
87,2,14,1,1,1,1,,,,,,,
87,3,0,1,1,1,1,,,,,,,
87,4,0,1,1,1,1,,,,,,,
87,5,0,1,1,1,1,,,,,,,
87,6,0,1,1,1,1,,,,,,,
87,7,0,1,1,1,1,,,,,,,
87,8,0,1,1,1,1,,,,,,,
87,9,0,1,1,1,1,,,,,,,
87,10,0,1,1,1,1,,,,,,,
87,11,0,1,1,1,1,,,,,,,
87,12,0,1,1,1,1,,,,,,,
87,13,0,1,1,1,1,,,,,,,
87,14,0,1,1,1,1,,,,,,,
87,15,0,1,1,1,1,,,,,,,
87,16,0,1,1,1,1,,,,,,,
87,17,0,1,1,1,1,,,,,,,
87,18,0,1,1,1,1,,,,,,,
87,19,0,1,1,1,1,,,,,,,
87,20,0,1,1,1,1,,,,,,,
87,21,0,1,1,1,1,,,,,,,
87,22,0,1,1,1,1,,,,,,,
87,23,0,1,1,1,1,,,,,,,
87,24,0,1,1,1,1,,,,,,,
87,25,0,1,1,1,1,,,,,,,
87,26,0,1,1,1,1,,,,,,,
87,27,0,1,1,1,1,,,,,,,
87,28,0,1,1,1,1,,,,,,,
87,29,0,1,1,1,1,,,,,,,
87,30,0,1,1,1,1,,,,,,,
87,31,13,1,1,1,1,,,,,,,
87,32,18,1,1,1,1,,,,,,,
87,33,18,1,1,1,1,,,,,,,
88,0,18,1,1,1,1,,,,,,,
88,1,18,1,1,1,1,,,,,,,
88,2,14,1,1,1,1,,,,,,,
88,3,0,1,1,1,1,,,,,,,
88,4,0,1,1,1,1,,,,,,,
88,5,0,1,1,1,1,,,,,,,
88,6,0,1,1,1,1,,,,,,,
88,7,0,1,1,1,1,,,,,,,
88,8,0,1,1,1,1,,,,,,,
88,9,0,1,1,1,1,,,,,,,
88,10,0,1,1,1,1,,,,,,,
88,11,0,1,1,1,1,,,,,,,
88,12,0,1,1,1,1,,,,,,,
88,13,0,1,1,1,1,,,,,,,
88,14,0,1,1,1,1,,,,,,,
88,15,0,1,1,1,1,,,,,,,
88,16,0,1,1,1,1,,,,,,,
88,17,0,1,1,1,1,,,,,,,
88,18,0,1,1,1,1,,,,,,,
88,19,0,1,1,1,1,,,,,,,
88,20,0,1,1,1,1,,,,,,,
88,21,0,1,1,1,1,,,,,,,
88,22,0,1,1,1,1,,,,,,,
88,23,0,1,1,1,1,,,,,,,
88,24,0,1,1,1,1,,,,,,,
88,25,0,1,1,1,1,,,,,,,
88,26,0,1,1,1,1,,,,,,,
88,27,0,1,1,1,1,,,,,,,
88,28,0,1,1,1,1,,,,,,,
88,29,0,1,1,1,1,,,,,,,
88,30,0,1,1,1,1,,,,,,,
88,31,13,1,1,1,1,,,,,,,
88,32,18,1,1,1,1,,,,,,,
88,33,18,1,1,1,1,,,,,,,
89,0,18,1,1,1,1,,,,,,,
89,1,18,1,1,1,1,,,,,,,
89,2,14,1,1,1,1,,,,,,,
89,3,0,1,1,1,1,,,,,,,
89,4,0,1,1,1,1,,,,,,,
89,5,0,1,1,1,1,,,,,,,
89,6,0,1,1,1,1,,,,,,,
89,7,0,1,1,1,1,,,,,,,
89,8,0,1,1,1,1,,,,,,,
89,9,0,1,1,1,1,,,,,,,
89,10,0,1,1,1,1,,,,,,,
89,11,0,1,1,1,1,,,,,,,
89,12,0,1,1,1,1,,,,,,,
89,13,0,1,1,1,1,,,,,,,
89,14,0,1,1,1,1,,,,,,,
89,15,0,1,1,1,1,,,,,,,
89,16,0,1,1,1,1,,,,,,,
89,17,0,1,1,1,1,,,,,,,
89,18,0,1,1,1,1,,,,,,,
89,19,0,1,1,1,1,,,,,,,
89,20,0,1,1,1,1,,,,,,,
89,21,0,1,1,1,1,,,,,,,
89,22,0,1,1,1,1,,,,,,,
89,23,0,1,1,1,1,,,,,,,
89,24,0,1,1,1,1,,,,,,,
89,25,0,1,1,1,1,,,,,,,
89,26,0,1,1,1,1,,,,,,,
89,27,0,1,1,1,1,,,,,,,
89,28,0,1,1,1,1,,,,,,,
89,29,0,1,1,1,1,,,,,,,
89,30,0,1,1,1,1,,,,,,,
89,31,13,1,1,1,1,,,,,,,
89,32,18,1,1,1,1,,,,,,,
89,33,18,1,1,1,1,,,,,,,
90,0,18,1,1,1,1,,,,,,,
90,1,18,1,1,1,1,,,,,,,
90,2,14,1,1,1,1,,,,,,,
90,3,0,1,1,1,1,,,,,,,
90,4,0,1,1,1,1,,,,,,,
90,5,0,1,1,1,1,,,,,,,
90,6,0,1,1,1,1,,,,,,,
90,7,0,1,1,1,1,,,,,,,
90,8,0,1,1,1,1,,,,,,,
90,9,0,1,1,1,1,,,,,,,
90,10,0,1,1,1,1,,,,,,,
90,11,0,1,1,1,1,,,,,,,
90,12,0,1,1,1,1,,,,,,,
90,13,0,1,1,1,1,,,,,,,
90,14,0,1,1,1,1,,,,,,,
90,15,0,1,1,1,1,,,,,,,
90,16,0,1,1,1,1,,,,,,,
90,17,0,1,1,1,1,,,,,,,
90,18,0,1,1,1,1,,,,,,,
90,19,0,1,1,1,1,,,,,,,
90,20,0,1,1,1,1,,,,,,,
90,21,0,1,1,1,1,,,,,,,
90,22,0,1,1,1,1,,,,,,,
90,23,0,1,1,1,1,,,,,,,
90,24,0,1,1,1,1,,,,,,,
90,25,0,1,1,1,1,,,,,,,
90,26,0,1,1,1,1,,,,,,,
90,27,0,1,1,1,1,,,,,,,
90,28,0,1,1,1,1,,,,,,,
90,29,0,1,1,1,1,,,,,,,
90,30,0,1,1,1,1,,,,,,,
90,31,13,1,1,1,1,,,,,,,
90,32,18,1,1,1,1,,,,,,,
90,33,18,1,1,1,1,,,,,,,
91,0,18,1,1,1,1,,,,,,,
91,1,18,1,1,1,1,,,,,,,
91,2,14,1,1,1,1,,,,,,,
91,3,0,1,1,1,1,,,,,,,
91,4,0,1,1,1,1,,,,,,,
91,5,0,1,1,1,1,,,,,,,
91,6,0,1,1,1,1,,,,,,,
91,7,0,1,1,1,1,,,,,,,
91,8,0,1,1,1,1,,,,,,,
91,9,0,1,1,1,1,,,,,,,
91,10,0,1,1,1,1,,,,,,,
91,11,0,1,1,1,1,,,,,,,
91,12,0,1,1,1,1,,,,,,,
91,13,0,1,1,1,1,,,,,,,
91,14,0,1,1,1,1,,,,,,,
91,15,0,1,1,1,1,,,,,,,
91,16,0,1,1,1,1,,,,,,,
91,17,0,1,1,1,1,,,,,,,
91,18,0,1,1,1,1,,,,,,,
91,19,0,1,1,1,1,,,,,,,
91,20,0,1,1,1,1,,,,,,,
91,21,0,1,1,1,1,,,,,,,
91,22,0,1,1,1,1,,,,,,,
91,23,0,1,1,1,1,,,,,,,
91,24,0,1,1,1,1,,,,,,,
91,25,0,1,1,1,1,,,,,,,
91,26,0,1,1,1,1,,,,,,,
91,27,0,1,1,1,1,,,,,,,
91,28,0,1,1,1,1,,,,,,,
91,29,0,1,1,1,1,,,,,,,
91,30,0,1,1,1,1,,,,,,,
91,31,13,1,1,1,1,,,,,,,
91,32,18,1,1,1,1,,,,,,,
91,33,18,1,1,1,1,,,,,,,
92,0,18,1,1,1,1,,,,,,,
92,1,18,1,1,1,1,,,,,,,
92,2,14,1,1,1,1,,,,,,,
92,3,0,1,1,1,1,,,,,,,
92,4,0,1,1,1,1,,,,,,,
92,5,0,1,1,1,1,,,,,,,
92,6,0,1,1,1,1,,,,,,,
92,7,0,1,1,1,1,,,,,,,
92,8,0,1,1,1,1,,,,,,,
92,9,0,1,1,1,1,,,,,,,
92,10,0,1,1,1,1,,,,,,,
92,11,0,1,1,1,1,,,,,,,
92,12,0,1,1,1,1,,,,,,,
92,13,0,1,1,1,1,,,,,,,
92,14,0,1,1,1,1,,,,,,,
92,15,0,1,1,1,1,,,,,,,
92,16,0,1,1,1,1,,,,,,,
92,17,0,1,1,1,1,,,,,,,
92,18,0,1,1,1,1,,,,,,,
92,19,0,1,1,1,1,,,,,,,
92,20,0,1,1,1,1,,,,,,,
92,21,0,1,1,1,1,,,,,,,
92,22,0,1,1,1,1,,,,,,,
92,23,0,1,1,1,1,,,,,,,
92,24,0,1,1,1,1,,,,,,,
92,25,0,1,1,1,1,,,,,,,
92,26,0,1,1,1,1,,,,,,,
92,27,0,1,1,1,1,,,,,,,
92,28,0,1,1,1,1,,,,,,,
92,29,0,1,1,1,1,,,,,,,
92,30,0,1,1,1,1,,,,,,,
92,31,13,1,1,1,1,,,,,,,
92,32,18,1,1,1,1,,,,,,,
92,33,18,1,1,1,1,,,,,,,
93,0,18,1,1,1,1,,,,,,,
93,1,18,1,1,1,1,,,,,,,
93,2,14,1,1,1,1,,,,,,,
93,3,0,1,1,1,1,,,,,,,
93,4,0,1,1,1,1,,,,,,,
93,5,0,1,1,1,1,,,,,,,
93,6,0,1,1,1,1,,,,,,,
93,7,0,1,1,1,1,,,,,,,
93,8,0,1,1,1,1,,,,,,,
93,9,0,1,1,1,1,,,,,,,
93,10,0,1,1,1,1,,,,,,,
93,11,0,1,1,1,1,,,,,,,
93,12,0,1,1,1,1,,,,,,,
93,13,0,1,1,1,1,,,,,,,
93,14,0,1,1,1,1,,,,,,,
93,15,0,1,1,1,1,,,,,,,
93,16,0,1,1,1,1,,,,,,,
93,17,0,1,1,1,1,,,,,,,
93,18,0,1,1,1,1,,,,,,,
93,19,0,1,1,1,1,,,,,,,
93,20,0,1,1,1,1,,,,,,,
93,21,0,1,1,1,1,,,,,,,
93,22,0,1,1,1,1,,,,,,,
93,23,0,1,1,1,1,,,,,,,
93,24,0,1,1,1,1,,,,,,,
93,25,0,1,1,1,1,,,,,,,
93,26,0,1,1,1,1,,,,,,,
93,27,0,1,1,1,1,,,,,,,
93,28,0,1,1,1,1,,,,,,,
93,29,0,1,1,1,1,,,,,,,
93,30,0,1,1,1,1,,,,,,,
93,31,13,1,1,1,1,,,,,,,
93,32,18,1,1,1,1,,,,,,,
93,33,18,1,1,1,1,,,,,,,
94,0,18,1,1,1,1,,,,,,,
94,1,18,1,1,1,1,,,,,,,
94,2,14,1,1,1,1,,,,,,,
94,3,0,1,1,1,1,,,,,,,
94,4,0,1,1,1,1,,,,,,,
94,5,0,1,1,1,1,,,,,,,
94,6,0,1,1,1,1,,,,,,,
94,7,0,1,1,1,1,,,,,,,
94,8,0,1,1,1,1,,,,,,,
94,9,0,1,1,1,1,,,,,,,
94,10,0,1,1,1,1,,,,,,,
94,11,0,1,1,1,1,,,,,,,
94,12,0,1,1,1,1,,,,,,,
94,13,0,1,1,1,1,,,,,,,
94,14,0,1,1,1,1,,,,,,,
94,15,0,1,1,1,1,,,,,,,
94,16,0,1,1,1,1,,,,,,,
94,17,0,1,1,1,1,,,,,,,
94,18,0,1,1,1,1,,,,,,,
94,19,0,1,1,1,1,,,,,,,
94,20,0,1,1,1,1,,,,,,,
94,21,0,1,1,1,1,,,,,,,
94,22,0,1,1,1,1,,,,,,,
94,23,0,1,1,1,1,,,,,,,
94,24,0,1,1,1,1,,,,,,,
94,25,0,1,1,1,1,,,,,,,
94,26,0,1,1,1,1,,,,,,,
94,27,0,1,1,1,1,,,,,,,
94,28,0,1,1,1,1,,,,,,,
94,29,0,1,1,1,1,,,,,,,
94,30,0,1,1,1,1,,,,,,,
94,31,13,1,1,1,1,,,,,,,
94,32,18,1,1,1,1,,,,,,,
94,33,18,1,1,1,1,,,,,,,
95,0,18,1,1,1,1,,,,,,,
95,1,18,1,1,1,1,,,,,,,
95,2,14,1,1,1,1,,,,,,,
95,3,0,1,1,1,1,,,,,,,
95,4,0,1,1,1,1,,,,,,,
95,5,0,1,1,1,1,,,,,,,
95,6,0,1,1,1,1,,,,,,,
95,7,0,1,1,1,1,,,,,,,
95,8,0,1,1,1,1,,,,,,,
95,9,0,1,1,1,1,,,,,,,
95,10,0,1,1,1,1,,,,,,,
95,11,0,1,1,1,1,,,,,,,
95,12,0,1,1,1,1,,,,,,,
95,13,0,1,1,1,1,,,,,,,
95,14,0,1,1,1,1,,,,,,,
95,15,0,1,1,1,1,,,,,,,
95,16,0,1,1,1,1,,,,,,,
95,17,0,1,1,1,1,,,,,,,
95,18,0,1,1,1,1,,,,,,,
95,19,0,1,1,1,1,,,,,,,
95,20,0,1,1,1,1,,,,,,,
95,21,0,1,1,1,1,,,,,,,
95,22,0,1,1,1,1,,,,,,,
95,23,0,1,1,1,1,,,,,,,
95,24,0,1,1,1,1,,,,,,,
95,25,0,1,1,1,1,,,,,,,
95,26,0,1,1,1,1,,,,,,,
95,27,0,1,1,1,1,,,,,,,
95,28,0,1,1,1,1,,,,,,,
95,29,0,1,1,1,1,,,,,,,
95,30,0,1,1,1,1,,,,,,,
95,31,13,1,1,1,1,,,,,,,
95,32,18,1,1,1,1,,,,,,,
95,33,18,1,1,1,1,,,,,,,
96,0,18,1,1,1,1,,,,,,,
96,1,18,1,1,1,1,,,,,,,
96,2,14,1,1,1,1,,,,,,,
96,3,0,1,1,1,1,,,,,,,
96,4,0,1,1,1,1,,,,,,,
96,5,0,1,1,1,1,,,,,,,
96,6,0,1,1,1,1,,,,,,,
96,7,0,1,1,1,1,,,,,,,
96,8,0,1,1,1,1,,,,,,,
96,9,0,1,1,1,1,,,,,,,
96,10,0,1,1,1,1,,,,,,,
96,11,0,1,1,1,1,,,,,,,
96,12,0,1,1,1,1,,,,,,,
96,13,0,1,1,1,1,,,,,,,
96,14,0,1,1,1,1,,,,,,,
96,15,0,1,1,1,1,,,,,,,
96,16,0,1,1,1,1,,,,,,,
96,17,0,1,1,1,1,,,,,,,
96,18,0,1,1,1,1,,,,,,,
96,19,0,1,1,1,1,,,,,,,
96,20,0,1,1,1,1,,,,,,,
96,21,0,1,1,1,1,,,,,,,
96,22,0,1,1,1,1,,,,,,,
96,23,0,1,1,1,1,,,,,,,
96,24,0,1,1,1,1,,,,,,,
96,25,0,1,1,1,1,,,,,,,
96,26,0,1,1,1,1,,,,,,,
96,27,0,1,1,1,1,,,,,,,
96,28,0,1,1,1,1,,,,,,,
96,29,0,1,1,1,1,,,,,,,
96,30,0,1,1,1,1,,,,,,,
96,31,13,1,1,1,1,,,,,,,
96,32,18,1,1,1,1,,,,,,,
96,33,18,1,1,1,1,,,,,,,
97,0,18,1,1,1,1,,,,,,,
97,1,18,1,1,1,1,,,,,,,
97,2,14,1,1,1,1,,,,,,,
97,3,0,1,1,1,1,,,,,,,
97,4,0,1,1,1,1,,,,,,,
97,5,0,1,1,1,1,,,,,,,
97,6,0,1,1,1,1,,,,,,,
97,7,0,1,1,1,1,,,,,,,
97,8,0,1,1,1,1,,,,,,,
97,9,0,1,1,1,1,,,,,,,
97,10,0,1,1,1,1,,,,,,,
97,11,0,1,1,1,1,,,,,,,
97,12,0,1,1,1,1,,,,,,,
97,13,0,1,1,1,1,,,,,,,
97,14,0,1,1,1,1,,,,,,,
97,15,0,1,1,1,1,,,,,,,
97,16,0,1,1,1,1,,,,,,,
97,17,0,1,1,1,1,,,,,,,
97,18,0,1,1,1,1,,,,,,,
97,19,0,1,1,1,1,,,,,,,
97,20,0,1,1,1,1,,,,,,,
97,21,0,1,1,1,1,,,,,,,
97,22,0,1,1,1,1,,,,,,,
97,23,0,1,1,1,1,,,,,,,
97,24,0,1,1,1,1,,,,,,,
97,25,0,1,1,1,1,,,,,,,
97,26,0,1,1,1,1,,,,,,,
97,27,0,1,1,1,1,,,,,,,
97,28,0,1,1,1,1,,,,,,,
97,29,0,1,1,1,1,,,,,,,
97,30,0,1,1,1,1,,,,,,,
97,31,13,1,1,1,1,,,,,,,
97,32,18,1,1,1,1,,,,,,,
97,33,18,1,1,1,1,,,,,,,
98,0,18,1,1,1,1,,,,,,,
98,1,18,1,1,1,1,,,,,,,
98,2,14,1,1,1,1,,,,,,,
98,3,0,1,1,1,1,,,,,,,
98,4,0,1,1,1,1,,,,,,,
98,5,0,1,1,1,1,,,,,,,
98,6,0,1,1,1,1,,,,,,,
98,7,0,1,1,1,1,,,,,,,
98,8,0,1,1,1,1,,,,,,,
98,9,0,1,1,1,1,,,,,,,
98,10,0,1,1,1,1,,,,,,,
98,11,0,1,1,1,1,,,,,,,
98,12,0,1,1,1,1,,,,,,,
98,13,0,1,1,1,1,,,,,,,
98,14,0,1,1,1,1,,,,,,,
98,15,0,1,1,1,1,,,,,,,
98,16,0,1,1,1,1,,,,,,,
98,17,0,1,1,1,1,,,,,,,
98,18,0,1,1,1,1,,,,,,,
98,19,0,1,1,1,1,,,,,,,
98,20,0,1,1,1,1,,,,,,,
98,21,0,1,1,1,1,,,,,,,
98,22,0,1,1,1,1,,,,,,,
98,23,0,1,1,1,1,,,,,,,
98,24,0,1,1,1,1,,,,,,,
98,25,0,1,1,1,1,,,,,,,
98,26,0,1,1,1,1,,,,,,,
98,27,0,1,1,1,1,,,,,,,
98,28,0,1,1,1,1,,,,,,,
98,29,0,1,1,1,1,,,,,,,
98,30,0,1,1,1,1,,,,,,,
98,31,13,1,1,1,1,,,,,,,
98,32,18,1,1,1,1,,,,,,,
98,33,18,1,1,1,1,,,,,,,
99,0,18,1,1,1,1,,,,,,,
99,1,18,1,1,1,1,,,,,,,
99,2,14,1,1,1,1,,,,,,,
99,3,0,1,1,1,1,,,,,,,
99,4,0,1,1,1,1,,,,,,,
99,5,0,1,1,1,1,,,,,,,
99,6,0,1,1,1,1,,,,,,,
99,7,0,1,1,1,1,,,,,,,
99,8,0,1,1,1,1,,,,,,,
99,9,0,1,1,1,1,,,,,,,
99,10,0,1,1,1,1,,,,,,,
99,11,0,1,1,1,1,,,,,,,
99,12,0,1,1,1,1,,,,,,,
99,13,0,1,1,1,1,,,,,,,
99,14,0,1,1,1,1,,,,,,,
99,15,0,1,1,1,1,,,,,,,
99,16,0,1,1,1,1,,,,,,,
99,17,0,1,1,1,1,,,,,,,
99,18,0,1,1,1,1,,,,,,,
99,19,0,1,1,1,1,,,,,,,
99,20,0,1,1,1,1,,,,,,,
99,21,0,1,1,1,1,,,,,,,
99,22,0,1,1,1,1,,,,,,,
99,23,0,1,1,1,1,,,,,,,
99,24,0,1,1,1,1,,,,,,,
99,25,0,1,1,1,1,,,,,,,
99,26,0,1,1,1,1,,,,,,,
99,27,0,1,1,1,1,,,,,,,
99,28,0,1,1,1,1,,,,,,,
99,29,0,1,1,1,1,,,,,,,
99,30,0,1,1,1,1,,,,,,,
99,31,13,1,1,1,1,,,,,,,
99,32,18,1,1,1,1,,,,,,,
99,33,18,1,1,1,1,,,,,,,
100,0,18,1,1,1,1,,,,,,,
100,1,18,1,1,1,1,,,,,,,
100,2,14,1,1,1,1,,,,,,,
100,3,0,1,1,1,1,,,,,,,
100,4,0,1,1,1,1,,,,,,,
100,5,0,1,1,1,1,,,,,,,
100,6,0,1,1,1,1,,,,,,,
100,7,0,1,1,1,1,,,,,,,
100,8,0,1,1,1,1,,,,,,,
100,9,0,1,1,1,1,,,,,,,
100,10,0,1,1,1,1,,,,,,,
100,11,0,1,1,1,1,,,,,,,
100,12,0,1,1,1,1,,,,,,,
100,13,0,1,1,1,1,,,,,,,
100,14,0,1,1,1,1,,,,,,,
100,15,0,1,1,1,1,,,,,,,
100,16,0,1,1,1,1,,,,,,,
100,17,0,1,1,1,1,,,,,,,
100,18,0,1,1,1,1,,,,,,,
100,19,0,1,1,1,1,,,,,,,
100,20,0,1,1,1,1,,,,,,,
100,21,0,1,1,1,1,,,,,,,
100,22,0,1,1,1,1,,,,,,,
100,23,0,1,1,1,1,,,,,,,
100,24,0,1,1,1,1,,,,,,,
100,25,0,1,1,1,1,,,,,,,
100,26,0,1,1,1,1,,,,,,,
100,27,0,1,1,1,1,,,,,,,
100,28,0,1,1,1,1,,,,,,,
100,29,0,1,1,1,1,,,,,,,
100,30,0,1,1,1,1,,,,,,,
100,31,1,1,0.5,1,1,,,,,,,
100,32,18,1,1,1,1,,,,,,,
100,33,18,1,1,1,1,,,,,,,
101,0,18,1,1,1,1,,,,,,,
101,1,18,1,1,1,1,,,,,,,
101,2,14,1,1,1,1,,,,,,,
101,3,0,1,1,1,1,,,,,,,
101,4,0,1,1,1,1,,,,,,,
101,5,0,1,1,1,1,,,,,,,
101,6,0,1,1,1,1,,,,,,,
101,7,0,1,1,1,1,,,,,,,
101,8,0,1,1,1,1,,,,,,,
101,9,0,1,1,1,1,,,,,,,
101,10,0,1,1,1,1,,,,,,,
101,11,0,1,1,1,1,,,,,,,
101,12,0,1,1,1,1,,,,,,,
101,13,0,1,1,1,1,,,,,,,
101,14,0,1,1,1,1,,,,,,,
101,15,0,1,1,1,1,,,,,,,
101,16,0,1,1,1,1,,,,,,,
101,17,0,1,1,1,1,,,,,,,
101,18,0,1,1,1,1,,,,,,,
101,19,0,1,1,1,1,,,,,,,
101,20,0,1,1,1,1,,,,,,,
101,21,0,1,1,1,1,,,,,,,
101,22,0,1,1,1,1,,,,,,,
101,23,0,1,1,1,1,,,,,,,
101,24,0,1,1,1,1,,,,,,,
101,25,0,1,1,1,1,,,,,,,
101,26,0,1,1,1,1,,,,,,,
101,27,0,1,1,1,1,,,,,,,
101,28,0,1,1,1,1,,,,,,,
101,29,0,1,1,1,1,,,,,,,
101,30,0,1,1,1,1,,,,,,,
101,31,22,0.5,0,1,1,,,,,,,
101,32,18,1,1,1,1,,,,,,,
101,33,18,1,1,1,1,,,,,,,
102,0,18,1,1,1,1,,,,,,,
102,1,18,1,1,1,1,,,,,,,
102,2,14,1,1,1,1,,,,,,,
102,3,0,1,1,1,1,,,,,,,
102,4,0,1,1,1,1,,,,,,,
102,5,0,1,1,1,1,,,,,,,
102,6,0,1,1,1,1,,,,,,,
102,7,0,1,1,1,1,,,,,,,
102,8,0,1,1,1,1,,,,,,,
102,9,0,1,1,1,1,,,,,,,
102,10,0,1,1,1,1,,,,,,,
102,11,0,1,1,1,1,,,,,,,
102,12,0,1,1,1,1,,,,,,,
102,13,0,1,1,1,1,,,,,,,
102,14,0,1,1,1,1,,,,,,,
102,15,0,1,1,1,1,,,,,,,
102,16,0,1,1,1,1,,,,,,,
102,17,0,1,1,1,1,,,,,,,
102,18,0,1,1,1,1,,,,,,,
102,19,0,1,1,1,1,,,,,,,
102,20,0,1,1,1,1,,,,,,,
102,21,0,1,1,1,1,,,,,,,
102,22,0,1,1,1,1,,,,,,,
102,23,0,1,1,1,1,,,,,,,
102,24,0,1,1,1,1,,,,,,,
102,25,0,1,1,1,1,,,,,,,
102,26,0,1,1,1,1,,,,,,,
102,27,0,1,1,1,1,,,,,,,
102,28,0,1,1,1,1,,,,,,,
102,29,0,1,1,1,1,,,,,,,
102,30,1,1,0.5,1,1,,,,,,,
102,31,18,1,1,1,1,,,,,,,
102,32,18,1,1,1,1,,,,,,,
102,33,18,1,1,1,1,,,,,,,
103,0,18,1,1,1,1,,,,,,,
103,1,18,1,1,1,1,,,,,,,
103,2,14,1,1,1,1,,,,,,,
103,3,0,1,1,1,1,,,,,,,
103,4,0,1,1,1,1,,,,,,,
103,5,0,1,1,1,1,,,,,,,
103,6,0,1,1,1,1,,,,,,,
103,7,0,1,1,1,1,,,,,,,
103,8,0,1,1,1,1,,,,,,,
103,9,0,1,1,1,1,,,,,,,
103,10,0,1,1,1,1,,,,,,,
103,11,0,1,1,1,1,,,,,,,
103,12,0,1,1,1,1,,,,,,,
103,13,0,1,1,1,1,,,,,,,
103,14,0,1,1,1,1,,,,,,,
103,15,0,1,1,1,1,,,,,,,
103,16,0,1,1,1,1,,,,,,,
103,17,0,1,1,1,1,,,,,,,
103,18,0,1,1,1,1,,,,,,,
103,19,0,1,1,1,1,,,,,,,
103,20,0,1,1,1,1,,,,,,,
103,21,0,1,1,1,1,,,,,,,
103,22,0,1,1,1,1,,,,,,,
103,23,0,1,1,1,1,,,,,,,
103,24,0,1,1,1,1,,,,,,,
103,25,0,1,1,1,1,,,,,,,
103,26,0,1,1,1,1,,,,,,,
103,27,0,1,1,1,1,,,,,,,
103,28,0,1,1,1,1,,,,,,,
103,29,0,1,1,1,1,,,,,,,
103,30,22,0.5,0,1,1,,,,,,,
103,31,18,1,1,1,1,,,,,,,
103,32,18,1,1,1,1,,,,,,,
103,33,18,1,1,1,1,,,,,,,
104,0,18,1,1,1,1,,,,,,,
104,1,18,1,1,1,1,,,,,,,
104,2,14,1,1,1,1,,,,,,,
104,3,0,1,1,1,1,,,,,,,
104,4,0,1,1,1,1,,,,,,,
104,5,0,1,1,1,1,,,,,,,
104,6,0,1,1,1,1,,,,,,,
104,7,0,1,1,1,1,,,,,,,
104,8,0,1,1,1,1,,,,,,,
104,9,0,1,1,1,1,,,,,,,
104,10,0,1,1,1,1,,,,,,,
104,11,0,1,1,1,1,,,,,,,
104,12,0,1,1,1,1,,,,,,,
104,13,0,1,1,1,1,,,,,,,
104,14,0,1,1,1,1,,,,,,,
104,15,0,1,1,1,1,,,,,,,
104,16,0,1,1,1,1,,,,,,,
104,17,0,1,1,1,1,,,,,,,
104,18,0,1,1,1,1,,,,,,,
104,19,0,1,1,1,1,,,,,,,
104,20,0,1,1,1,1,,,,,,,
104,21,0,1,1,1,1,,,,,,,
104,22,0,1,1,1,1,,,,,,,
104,23,0,1,1,1,1,,,,,,,
104,24,0,1,1,1,1,,,,,,,
104,25,0,1,1,1,1,,,,,,,
104,26,0,1,1,1,1,,,,,,,
104,27,0,1,1,1,1,,,,,,,
104,28,0,1,1,1,1,,,,,,,
104,29,13,1,1,1,1,,,,,,,
104,30,18,1,1,1,1,,,,,,,
104,31,18,1,1,1,1,,,,,,,
104,32,18,1,1,1,1,,,,,,,
104,33,18,1,1,1,1,,,,,,,
105,0,18,1,1,1,1,,,,,,,
105,1,18,1,1,1,1,,,,,,,
105,2,14,1,1,1,1,,,,,,,
105,3,0,1,1,1,1,,,,,,,
105,4,0,1,1,1,1,,,,,,,
105,5,0,1,1,1,1,,,,,,,
105,6,0,1,1,1,1,,,,,,,
105,7,0,1,1,1,1,,,,,,,
105,8,0,1,1,1,1,,,,,,,
105,9,0,1,1,1,1,,,,,,,
105,10,0,1,1,1,1,,,,,,,
105,11,0,1,1,1,1,,,,,,,
105,12,0,1,1,1,1,,,,,,,
105,13,0,1,1,1,1,,,,,,,
105,14,0,1,1,1,1,,,,,,,
105,15,0,1,1,1,1,,,,,,,
105,16,0,1,1,1,1,,,,,,,
105,17,0,1,1,1,1,,,,,,,
105,18,0,1,1,1,1,,,,,,,
105,19,0,1,1,1,1,,,,,,,
105,20,0,1,1,1,1,,,,,,,
105,21,0,1,1,1,1,,,,,,,
105,22,0,1,1,1,1,,,,,,,
105,23,0,1,1,1,1,,,,,,,
105,24,0,1,1,1,1,,,,,,,
105,25,0,1,1,1,1,,,,,,,
105,26,0,1,1,1,1,,,,,,,
105,27,0,1,1,1,1,,,,,,,
105,28,0,1,1,1,1,,,,,,,
105,29,13,1,1,1,1,,,,,,,
105,30,18,1,1,1,1,,,,,,,
105,31,18,1,1,1,1,,,,,,,
105,32,18,1,1,1,1,,,,,,,
105,33,18,1,1,1,1,,,,,,,
106,0,18,1,1,1,1,,,,,,,
106,1,18,1,1,1,1,,,,,,,
106,2,14,1,1,1,1,,,,,,,
106,3,0,1,1,1,1,,,,,,,
106,4,0,1,1,1,1,,,,,,,
106,5,0,1,1,1,1,,,,,,,
106,6,0,1,1,1,1,,,,,,,
106,7,0,1,1,1,1,,,,,,,
